"urbrur","roof","walls","water","electcon","relat","sex","age","hhcivil","expend","income","savings","ori_hid","sampling_weight","household_weights"
"3335",2,"4","3",3,1,3,"2",17,1,31298265,1325511,9774864,719,100,14.2857142857143
"3336",2,"2","3",3,4,1,"2",35,3,98438257,10200000,5899945,720,100,33.3333333333333
"3337",2,"2","3",3,4,3,"2",8,1,75239748,64600000,7621246,720,100,33.3333333333333
"3338",2,"2","3",3,4,3,"1",7,1,48698258,62100000,3294615,720,100,33.3333333333333
"3339",2,"2","3",3,1,1,"1",27,2,11282101,50900000,2859860,721,100,20
"3340",2,"2","3",3,1,2,"2",25,2,64503241,11800000,9759117,721,100,20
"3341",2,"2","3",3,1,3,"1",4,1,92815673,12500000,4326444,721,100,20
"3342",2,"2","3",3,1,3,"1",2,1,21106316,1.6e+07,6674356,721,100,20
"3343",2,"2","3",3,1,3,"1",1,1,25113440,29100000,4350664,721,100,20
"3344",2,"2","3",3,1,1,"1",31,2,99191004,32700000,9875404,722,100,11.1111111111111
"3345",2,"2","3",3,1,2,"2",28,2,97573006,24300000,1706875,722,100,11.1111111111111
"3346",2,"2","3",3,1,3,"1",2,1,88321704,55900000,3941873,722,100,11.1111111111111
"3347",2,"2","3",3,1,3,"2",0,1,47723404,80400000,6803864,722,100,11.1111111111111
"3348",2,"2","3",3,1,3,"1",7,1,11045446,21300000,6365891,722,100,11.1111111111111
"3349",2,"2","3",3,1,3,"2",4,1,61627710,75600000,2076674,722,100,11.1111111111111
"3350",2,"2","3",3,1,3,"2",6,1,7696114,68100000,8102844,722,100,11.1111111111111
"3351",2,"2","3",3,1,3,"2",9,1,58142573,11500000,4826620,722,100,11.1111111111111
"3352",2,"2","3",3,1,7,"2",59,4,32932407,75800000,8107981,722,100,11.1111111111111
"3353",2,"2","3",3,4,1,"2",60,4,40240625,80900000,3330089,723,100,25
"3354",2,"2","3",3,4,5,"1",13,1,38757223,66500000,1833668,723,100,25
"3355",2,"2","3",3,4,5,"2",11,1,27659982,65300000,142560.7,723,100,25
"3356",2,"2","3",3,4,5,"1",15,1,4411120,49500000,2226544,723,100,25
"3357",2,"4","2",4,1,1,"1",38,2,84325969,5.2e+07,6442333,724,100,25
"3358",2,"4","2",4,1,2,"2",36,2,98812079,93400000,4291810,724,100,25
"3359",2,"4","2",4,1,3,"2",15,1,69813114,91200000,2840788,724,100,25
"3360",2,"4","2",4,1,3,"1",10,1,41800839,71100000,2350575,724,100,25
"3361",2,"4","3",3,1,1,"1",50,2,51722282,80500000,2846671,725,100,20
"3362",2,"4","3",3,1,2,"2",48,2,10687231,17900000,7139806,725,100,20
"3363",2,"4","3",3,1,3,"1",25,1,16546606,82600000,5241741,725,100,20
"3364",2,"4","3",3,1,3,"1",18,1,66234076,3.2e+07,2668522,725,100,20
"3365",2,"4","3",3,1,3,"2",27,1,46939355,30700000,4659123,725,100,20
"3366",2,"6","3",3,4,1,"1",63,4,41038430,61100000,9626238,726,100,100
"3367",2,"4","2",3,1,1,"1",44,2,6623705,73700000,6988346,727,100,16.6666666666667
"3368",2,"4","2",3,1,2,"2",42,2,97696912,27200000,8582311,727,100,16.6666666666667
"3369",2,"4","2",3,1,3,"1",15,1,21191268,30500000,931760.5,727,100,16.6666666666667
"3370",2,"4","2",3,1,3,"1",20,1,17393565,67400000,1540030,727,100,16.6666666666667
"3371",2,"4","2",3,1,3,"1",9,1,8651258,25200000,3598515,727,100,16.6666666666667
"3372",2,"4","2",3,1,3,"2",17,1,35194403,55200000,5973894,727,100,16.6666666666667
"3373",2,"4","3",1,1,1,"2",50,4,96974134,80500000,6360485,728,100,20
"3374",2,"4","3",1,1,3,"1",20,1,68554991,98100000,8500674,728,100,20
"3375",2,"4","3",1,1,3,"2",16,1,2953451,27500000,902517.3,728,100,20
"3376",2,"4","3",1,1,3,"1",23,1,95284885,26600000,6308676,728,100,20
"3377",2,"4","3",1,1,3,"1",26,1,80108941,2173691,8739307,728,100,20
"3378",2,"4","3",3,4,1,"1",76,4,233285,90600000,771611.2,729,100,100
"3379",2,"4","2",3,1,1,"1",42,2,11530817,18900000,4288883,730,100,11.1111111111111
"3380",2,"4","2",3,1,2,"2",39,2,31469828,87300000,9824497,730,100,11.1111111111111
"3381",2,"4","2",3,1,3,"1",12,1,69546318,88900000,6190831,730,100,11.1111111111111
"3382",2,"4","2",3,1,3,"1",9,1,5208250,13200000,5526329,730,100,11.1111111111111
"3383",2,"4","2",3,1,3,"1",13,1,33936337,81600000,8542012,730,100,11.1111111111111
"3384",2,"4","2",3,1,3,"1",15,1,4527889,7506855,3815045,730,100,11.1111111111111
"3385",2,"4","2",3,1,3,"1",10,1,14053519,68300000,9084944,730,100,11.1111111111111
"3386",2,"4","2",3,1,7,"1",19,1,90295452,28900000,795016.8,730,100,11.1111111111111
"3387",2,"4","2",3,1,7,"1",14,1,21302359,54400000,1494866,730,100,11.1111111111111
"3388",2,"4","3",3,1,1,"2",56,4,67187423,79900000,2347100,731,100,50
"3389",2,"4","3",3,1,5,"1",14,1,64788020,78100000,1546185,731,100,50
"3390",2,"4","3",3,1,1,"1",47,2,80375779,6.1e+07,7117522,732,100,12.5
"3391",2,"4","3",3,1,2,"2",44,2,2553175,82300000,2900225,732,100,12.5
"3392",2,"4","3",3,1,3,"1",20,1,78823829,25600000,8980273,732,100,12.5
"3393",2,"4","3",3,1,3,"1",18,1,16931461,7840415,1867131,732,100,12.5
"3394",2,"4","3",3,1,3,"2",22,1,50439531,40900000,1997757,732,100,12.5
"3395",2,"4","3",3,1,3,"2",17,1,69911563,16600000,9231343,732,100,12.5
"3396",2,"4","3",3,1,3,"2",14,1,14734720,52500000,8944520,732,100,12.5
"3397",2,"4","3",3,1,3,"1",13,1,81743073,1779348,5963744,732,100,12.5
"3398",2,"4","3",3,1,1,"1",58,4,48665512,34100000,3461609,733,100,100
"3399",2,"4","3",4,4,1,"1",35,2,51988387,99700000,7240910,734,100,16.6666666666667
"3400",2,"4","3",4,4,2,"2",30,2,23465168,1388567,6122668,734,100,16.6666666666667
"3401",2,"4","3",4,4,3,"1",11,1,24573490,15800000,7426752,734,100,16.6666666666667
"3402",2,"4","3",4,4,3,"1",3,1,92861110,5.6e+07,950950.8,734,100,16.6666666666667
"3403",2,"4","3",4,4,3,"2",10,1,17697404,84300000,602525.3,734,100,16.6666666666667
"3404",2,"4","3",4,4,3,"2",4,1,56587029,84500000,7278348,734,100,16.6666666666667
"3405",2,"4","3",4,4,1,"1",38,2,6408444,2.2e+07,7926017,735,100,20
"3406",2,"4","3",4,4,2,"2",36,2,1292296,72300000,9656637,735,100,20
"3407",2,"4","3",4,4,3,"1",2,1,28530788,10500000,1388260,735,100,20
"3408",2,"4","3",4,4,3,"1",7,1,45712641,74400000,1007365,735,100,20
"3409",2,"4","3",4,4,3,"1",10,1,23191619,11900000,7392820,735,100,20
"3410",2,"2","3",4,4,1,"2",53,4,87190181,4.2e+07,1219162,736,100,100
"3411",2,"4","2",4,1,1,"1",32,2,55699944,64400000,8032731,737,100,16.6666666666667
"3412",2,"4","2",4,1,2,"2",30,2,63570863,59100000,5095300,737,100,16.6666666666667
"3413",2,"4","2",4,1,3,"1",6,1,38654009,4.9e+07,3552802,737,100,16.6666666666667
"3414",2,"4","2",4,1,3,"1",3,1,25436267,44400000,1647184,737,100,16.6666666666667
"3415",2,"4","2",4,1,3,"1",1,1,77559662,38400000,1325518,737,100,16.6666666666667
"3416",2,"4","2",4,1,3,"1",10,1,87809688,64900000,4147772,737,100,16.6666666666667
"3417",2,"4","3",4,4,1,"2",42,3,12443779,3e+07,988942.2,738,100,33.3333333333333
"3418",2,"4","3",4,4,3,"2",12,1,12118646,41900000,8523143,738,100,33.3333333333333
"3419",2,"4","3",4,4,3,"1",17,1,56610698,202759.7,8361424,738,100,33.3333333333333
"3420",2,"4","3",4,1,1,"2",39,4,76349837,36500000,8375799,739,100,16.6666666666667
"3421",2,"4","3",4,1,3,"1",14,1,67385024,54600000,4117440,739,100,16.6666666666667
"3422",2,"4","3",4,1,3,"2",4,1,92160088,83900000,5016076,739,100,16.6666666666667
"3423",2,"4","3",4,1,3,"1",2,1,71444601,51400000,1984954,739,100,16.6666666666667
"3424",2,"4","3",4,1,3,"2",6,1,47356206,48300000,2842941,739,100,16.6666666666667
"3425",2,"4","3",4,1,3,"2",11,1,99003923,62100000,4390326,739,100,16.6666666666667
"3426",2,"4","2",4,4,1,"1",27,2,48453528,77700000,45158.25,740,100,50
"3427",2,"4","2",4,4,2,"2",25,2,15581433,93700000,6924094,740,100,50
"3428",2,"4","3",4,1,1,"1",51,2,52913505,17900000,6082863,741,100,16.6666666666667
"3429",2,"4","3",4,1,2,"2",46,2,52986521,18300000,4291244,741,100,16.6666666666667
"3430",2,"4","3",4,1,3,"2",22,1,60116875,65300000,5355189,741,100,16.6666666666667
"3431",2,"4","3",4,1,3,"1",2,1,89200878,35900000,5213410,741,100,16.6666666666667
"3432",2,"4","3",4,1,3,"2",12,1,36582515,93100000,7104965,741,100,16.6666666666667
"3433",2,"4","3",4,1,3,"2",18,1,93595266,3.1e+07,427104.5,741,100,16.6666666666667
"3434",2,"4","3",4,1,1,"1",70,2,255274,6119886,6542815,742,100,50
"3435",2,"4","3",4,1,2,"2",61,2,81785560,44700000,708392.7,742,100,50
"3436",2,"4","3",4,4,1,"1",35,2,77721632,95900000,1076531,743,100,20
"3437",2,"4","3",4,4,2,"2",28,2,45367017,33100000,3947881,743,100,20
"3438",2,"4","3",4,4,3,"1",2,1,94958639,21200000,206285.5,743,100,20
"3439",2,"4","3",4,4,3,"2",6,1,2436636,2843228,8367011,743,100,20
"3440",2,"4","3",4,4,3,"2",7,1,95258498,78100000,949896.8,743,100,20
"3441",2,"2","3",4,4,1,"1",67,2,98719251,79400000,7357235,744,100,50
"3442",2,"2","3",4,4,2,"2",52,2,98710006,82700000,2736288,744,100,50
"3443",2,"4","2",4,4,1,"1",43,2,87100512,11200000,1222379,745,100,16.6666666666667
"3444",2,"4","2",4,4,2,"2",36,2,21119826,80300000,6055427,745,100,16.6666666666667
"3445",2,"4","2",4,4,3,"2",10,1,79410660,14700000,7708576,745,100,16.6666666666667
"3446",2,"4","2",4,4,3,"2",15,1,55945140,51600000,7721905,745,100,16.6666666666667
"3447",2,"4","2",4,4,3,"2",6,1,1328909,57300000,6908772,745,100,16.6666666666667
"3448",2,"4","2",4,4,3,"1",13,1,2994302,33400000,3627812,745,100,16.6666666666667
"3449",2,"4","3",4,1,1,"2",52,4,1883622,88200000,8189305,746,100,25
"3450",2,"4","3",4,1,3,"2",21,2,30128720,75200000,108238.6,746,100,25
"3451",2,"4","3",4,1,3,"2",13,1,1848776,22400000,68611.58,746,100,25
"3452",2,"4","3",4,1,4,"1",22,2,3531792,53800000,9975983,746,100,25
"3453",2,"2","3",4,4,1,"1",58,3,43591207,8156721,1803518,747,100,50
"3454",2,"2","3",4,4,3,"1",21,1,1588515,77100000,7229824,747,100,50
"3455",2,"2","3",4,4,1,"2",70,4,6150412,80200000,5561279,748,100,100
"3456",2,"2","3",1,4,1,"1",35,2,52947426,67700000,6993524,749,100,25
"3457",2,"2","3",1,4,2,"2",32,2,5007940,57400000,3623082,749,100,25
"3458",2,"2","3",1,4,3,"2",1,1,913414,38500000,3400431,749,100,25
"3459",2,"2","3",1,4,3,"1",3,1,41231835,66900000,9587553,749,100,25
"3460",2,"4","3",1,1,1,"2",68,4,39530173,32400000,2459526,750,100,100
"3461",2,"2","9",3,4,1,"1",56,2,29211822,372867.1,8995836,751,100,50
"3462",2,"2","9",3,4,2,"2",40,2,91922855,1.4e+07,9460012,751,100,50
"3463",2,"4","3",1,1,1,"1",48,2,98814976,5.4e+07,1461227,752,100,14.2857142857143
"3464",2,"4","3",1,1,2,"2",54,2,20772652,16800000,2401573,752,100,14.2857142857143
"3465",2,"4","3",1,1,3,"2",18,1,60789877,17400000,5686147,752,100,14.2857142857143
"3466",2,"4","3",1,1,3,"1",0,1,96861666,9186078,6544183,752,100,14.2857142857143
"3467",2,"4","3",1,1,3,"1",16,1,93431503,28200000,5667696,752,100,14.2857142857143
"3468",2,"4","3",1,1,3,"2",12,1,27017006,96100000,2710323,752,100,14.2857142857143
"3469",2,"4","3",1,1,3,"2",20,1,20151372,98300000,7556229,752,100,14.2857142857143
"3470",2,"4","3",1,1,1,"1",50,2,5250718,88600000,8219289,753,100,20
"3471",2,"4","3",1,1,2,"2",49,2,24121967,83900000,4283865,753,100,20
"3472",2,"4","3",1,1,3,"1",25,1,1359835,83800000,4380007,753,100,20
"3473",2,"4","3",1,1,3,"2",18,1,11588787,69700000,1622247,753,100,20
"3474",2,"4","3",1,1,3,"1",10,1,6462546,8.9e+07,4989966,753,100,20
"3475",2,"4","3",3,1,1,"2",42,4,41736189,38500000,9958193,754,100,16.6666666666667
"3476",2,"4","3",3,1,3,"1",9,1,56184751,64100000,411681.5,754,100,16.6666666666667
"3477",2,"4","3",3,1,3,"1",14,1,12544408,61600000,3230966,754,100,16.6666666666667
"3478",2,"4","3",3,1,3,"2",18,1,24982958,46400000,9075302,754,100,16.6666666666667
"3479",2,"4","3",3,1,3,"1",7,1,41357261,93500000,1403093,754,100,16.6666666666667
"3480",2,"4","3",3,1,3,"2",12,1,35945225,95100000,3341514,754,100,16.6666666666667
"3481",2,"6","3",4,4,1,"1",45,2,77997446,257928.9,2748472,755,100,20
"3482",2,"6","3",4,4,2,"2",42,2,46374369,55500000,8255173,755,100,20
"3483",2,"6","3",4,4,3,"2",12,1,15622532,86900000,4977024,755,100,20
"3484",2,"6","3",4,4,3,"2",14,1,12274098,89200000,6001734,755,100,20
"3485",2,"6","3",4,4,3,"2",16,1,58263463,84800000,3590110,755,100,20
"3486",2,"4","3",3,4,1,"1",42,2,74901372,35700000,2882795,756,100,20
"3487",2,"4","3",3,4,2,"2",42,2,14312592,84600000,6893397,756,100,20
"3488",2,"4","3",3,4,3,"2",9,1,75484180,17900000,1920692,756,100,20
"3489",2,"4","3",3,4,3,"1",7,1,47463226,19500000,3317372,756,100,20
"3490",2,"4","3",3,4,3,"2",15,1,60277373,70700000,9809391,756,100,20
"3491",2,"4","3",3,1,1,"1",30,2,78133130,8.9e+07,2848757,757,100,20
"3492",2,"4","3",3,1,2,"2",28,2,15843052,1.4e+07,4700342,757,100,20
"3493",2,"4","3",3,1,3,"2",7,1,98108459,93600000,1346468,757,100,20
"3494",2,"4","3",3,1,3,"2",5,1,87257928,47600000,2593525,757,100,20
"3495",2,"4","3",3,1,3,"1",2,1,51510686,7.2e+07,5552362,757,100,20
"3496",2,"4","2",3,1,1,"2",40,4,52418363,10800000,2150769,758,100,14.2857142857143
"3497",2,"4","2",3,1,3,"1",3,1,14291471,7.8e+07,4517294,758,100,14.2857142857143
"3498",2,"4","2",3,1,3,"2",7,1,73055041,71100000,2492531,758,100,14.2857142857143
"3499",2,"4","2",3,1,3,"2",11,1,94372070,62200000,2154116,758,100,14.2857142857143
"3500",2,"4","2",3,1,3,"2",10,1,77919865,68200000,2024394,758,100,14.2857142857143
"3501",2,"4","2",3,1,3,"1",5,1,63273174,34400000,4502229,758,100,14.2857142857143
"3502",2,"4","2",3,1,3,"2",13,1,22037564,33700000,5182550,758,100,14.2857142857143
"3503",2,"4","3",3,1,1,"1",83,2,81263977,77900000,406543.8,759,100,25
"3504",2,"4","3",3,1,2,"2",73,2,70261794,17300000,4422212,759,100,25
"3505",2,"4","3",3,1,3,"1",36,3,38478833,2.6e+07,355715.1,759,100,25
"3506",2,"4","3",3,1,5,"2",7,1,25566751,61900000,1992092,759,100,25
"3507",2,"4","3",3,4,1,"1",48,2,82598734,8984440,3039352,760,100,20
"3508",2,"4","3",3,4,2,"2",45,2,24794184,59100000,6266918,760,100,20
"3509",2,"4","3",3,4,3,"2",12,1,82957488,95500000,7110195,760,100,20
"3510",2,"4","3",3,4,3,"1",6,1,69484824,30500000,1900886,760,100,20
"3511",2,"4","3",3,4,3,"1",18,1,37988672,62900000,1342876,760,100,20
"3512",2,"4","2",3,1,1,"1",62,4,50099456,4.1e+07,2132578,761,100,33.3333333333333
"3513",2,"4","2",3,1,3,"1",21,1,28153566,21500000,5903274,761,100,33.3333333333333
"3514",2,"4","2",3,1,6,"1",90,4,34349421,62500000,2813329,761,100,33.3333333333333
"3515",2,"4","3",3,1,1,"1",35,2,96265638,55900000,5420027,762,100,14.2857142857143
"3516",2,"4","3",3,1,2,"2",32,2,51854759,17200000,3880851,762,100,14.2857142857143
"3517",2,"4","3",3,1,3,"2",6,1,6471393,67300000,1484176,762,100,14.2857142857143
"3518",2,"4","3",3,1,3,"1",4,1,64436907,21800000,9708815,762,100,14.2857142857143
"3519",2,"4","3",3,1,3,"1",13,1,47739431,81100000,3662137,762,100,14.2857142857143
"3520",2,"4","3",3,1,3,"2",10,1,4356574,73600000,9063455,762,100,14.2857142857143
"3521",2,"4","3",3,1,3,"1",1,1,69820005,11600000,318216.5,762,100,14.2857142857143
"3522",2,"6","3",3,1,1,"1",64,4,6871393,31200000,9804639,763,100,50
"3523",2,"6","3",3,1,5,"2",11,1,5693286,17100000,7148505,763,100,50
"3524",2,"4","2",1,1,1,"1",37,2,93025094,8.2e+07,6422605,764,100,16.6666666666667
"3525",2,"4","2",1,1,2,"2",37,2,60232842,62700000,3898780,764,100,16.6666666666667
"3526",2,"4","2",1,1,3,"2",1,1,69465065,94700000,9590026,764,100,16.6666666666667
"3527",2,"4","2",1,1,3,"1",10,1,88181794,34300000,4076193,764,100,16.6666666666667
"3528",2,"4","2",1,1,3,"2",5,1,81153971,1.8e+07,3815987,764,100,16.6666666666667
"3529",2,"4","2",1,1,3,"1",12,1,16095896,9.6e+07,5620130,764,100,16.6666666666667
"3530",2,"4","2",4,1,1,"1",52,2,63401002,23100000,344417.9,765,100,33.3333333333333
"3531",2,"4","2",4,1,2,"2",47,2,64631265,68600000,670057,765,100,33.3333333333333
"3532",2,"4","2",4,1,7,"1",12,1,21614136,44300000,637138.1,765,100,33.3333333333333
"3533",2,"2","3",4,4,1,"2",40,4,54124272,11700000,5225065,766,100,25
"3534",2,"2","3",4,4,5,"1",8,1,64373976,26300000,5501549,766,100,25
"3535",2,"2","3",4,4,5,"1",7,1,15915193,19400000,3440299,766,100,25
"3536",2,"2","3",4,4,5,"2",9,1,47396702,75200000,8119741,766,100,25
"3537",2,"2","3",4,4,1,"1",43,2,4330430,45900000,8551745,767,100,14.2857142857143
"3538",2,"2","3",4,4,2,"2",42,2,8062162,20400000,1446619,767,100,14.2857142857143
"3539",2,"2","3",4,4,3,"2",7,1,95445776,64400000,1541616,767,100,14.2857142857143
"3540",2,"2","3",4,4,3,"2",16,1,73850948,35800000,811418.9,767,100,14.2857142857143
"3541",2,"2","3",4,4,3,"1",11,1,23663399,16700000,5147613,767,100,14.2857142857143
"3542",2,"2","3",4,4,3,"2",9,1,95700002,5.6e+07,9323581,767,100,14.2857142857143
"3543",2,"2","3",4,4,3,"1",13,1,44074553,49900000,4513262,767,100,14.2857142857143
"3544",2,"2","3",4,4,1,"1",41,2,56884140,41500000,3643719,768,100,20
"3545",2,"2","3",4,4,2,"2",31,2,21522097,95300000,7070725,768,100,20
"3546",2,"2","3",4,4,3,"2",10,1,63071781,52500000,3184497,768,100,20
"3547",2,"2","3",4,4,3,"2",14,1,72762817,78200000,6796094,768,100,20
"3548",2,"2","3",4,4,3,"1",6,1,47467288,19600000,8632686,768,100,20
"3549",2,"4","3",4,4,1,"1",65,4,34309039,95400000,2595119,769,100,25
"3550",2,"4","3",4,4,3,"1",20,1,52777052,9482431,8466078,769,100,25
"3551",2,"4","3",4,4,3,"2",15,1,15412216,99100000,9265627,769,100,25
"3552",2,"4","3",4,4,3,"2",17,1,44236428,56200000,1388995,769,100,25
"3553",2,"2","3",4,4,1,"2",37,2,17248189,4638147,1642609,770,100,33.3333333333333
"3554",2,"2","3",4,4,2,"1",37,2,32888654,69900000,5105493,770,100,33.3333333333333
"3555",2,"2","3",4,4,3,"2",12,1,60551000,22100000,8650664,770,100,33.3333333333333
"3556",2,"4","3",4,4,1,"1",28,2,7463267,12200000,3765012,771,100,25
"3557",2,"4","3",4,4,2,"2",25,2,33041015,95400000,898378.3,771,100,25
"3558",2,"4","3",4,4,3,"2",5,1,79398823,82700000,7034971,771,100,25
"3559",2,"4","3",4,4,3,"1",3,1,75765783,67700000,6226468,771,100,25
"3560",2,"2","3",4,4,1,"2",37,1,21844618,77700000,1383739,772,100,100
"3561",2,"4","3",2,1,1,"2",75,4,13734782,46100000,6247819,773,100,20
"3562",2,"4","3",2,1,3,"2",37,3,29931623,5207668,8803052,773,100,20
"3563",2,"4","3",2,1,5,"2",11,1,22860432,6.4e+07,5580651,773,100,20
"3564",2,"4","3",2,1,5,"2",10,1,9043686,47400000,6142941,773,100,20
"3565",2,"4","3",2,1,5,"1",6,1,56117219,90300000,8565992,773,100,20
"3566",2,"2","3",4,1,1,"2",60,4,12589192,78500000,9709209,774,100,50
"3567",2,"2","3",4,1,3,"1",8,1,22979189,52200000,5375489,774,100,50
"3568",2,"4","3",4,1,1,"1",70,2,87993348,9.5e+07,3495476,775,100,20
"3569",2,"4","3",4,1,2,"2",55,2,31911886,31100000,987167.3,775,100,20
"3570",2,"4","3",4,1,3,"1",24,1,2091407,60900000,667811.6,775,100,20
"3571",2,"4","3",4,1,3,"1",18,1,51613045,88200000,5098559,775,100,20
"3572",2,"4","3",4,1,3,"1",17,1,15431081,61200000,7752788,775,100,20
"3573",2,"4","3",4,1,1,"1",70,2,63195485,27200000,2696555,776,100,20
"3574",2,"4","3",4,1,2,"2",60,2,51407641,9.8e+07,8621305,776,100,20
"3575",2,"4","3",4,1,3,"2",19,1,7442836,90400000,8197045,776,100,20
"3576",2,"4","3",4,1,3,"2",17,1,34707987,6.5e+07,8215807,776,100,20
"3577",2,"4","3",4,1,3,"1",23,1,58205903,2479910,8761108,776,100,20
"3578",2,"4","3",4,1,1,"2",55,4,61459702,23100000,4760502,777,100,25
"3579",2,"4","3",4,1,3,"2",17,1,56017351,41100000,2695552,777,100,25
"3580",2,"4","3",4,1,3,"2",15,1,60646957,45700000,8910766,777,100,25
"3581",2,"4","3",4,1,3,"1",20,1,26938972,54400000,7939198,777,100,25
"3582",2,"4","2",2,1,1,"2",48,4,18760714,5e+07,9538474,778,100,33.3333333333333
"3583",2,"4","2",2,1,3,"2",13,1,75735372,74300000,2044311,778,100,33.3333333333333
"3584",2,"4","2",2,1,3,"1",16,1,5919899,24400000,2476929,778,100,33.3333333333333
"3585",2,"4","3",4,4,1,"1",32,2,98441112,39300000,659880.3,779,100,14.2857142857143
"3586",2,"4","3",4,4,2,"2",34,2,23471269,10700000,6726163,779,100,14.2857142857143
"3587",2,"4","3",4,4,3,"1",7,1,55764490,7042428,1161058,779,100,14.2857142857143
"3588",2,"4","3",4,4,3,"1",5,1,33205906,4.9e+07,6632397,779,100,14.2857142857143
"3589",2,"4","3",4,4,3,"1",12,1,80409116,32200000,1232875,779,100,14.2857142857143
"3590",2,"4","3",4,4,3,"2",13,1,6484323,68900000,6370871,779,100,14.2857142857143
"3591",2,"4","3",4,4,3,"1",10,1,53616732,27500000,8438595,779,100,14.2857142857143
"3592",2,"4","3",4,1,1,"1",61,2,3377,71100000,9905334,780,100,20
"3593",2,"4","3",4,1,2,"2",48,2,56119901,11100000,3791537,780,100,20
"3594",2,"4","3",4,1,3,"1",29,1,5652395,9698114,3668983,780,100,20
"3595",2,"4","3",4,1,3,"2",19,1,79510117,13300000,430952.6,780,100,20
"3596",2,"4","3",4,1,7,"2",11,1,55390131,96100000,2559965,780,100,20
"3597",2,"4","2",5,1,1,"1",65,2,8102392,12400000,910047.1,781,100,33.3333333333333
"3598",2,"4","2",5,1,2,"2",64,2,63819754,660866.3,19185.27,781,100,33.3333333333333
"3599",2,"4","2",5,1,3,"2",15,1,34278077,13200000,1894324,781,100,33.3333333333333
"3600",2,"4","3",4,1,1,"1",51,2,59795743,57900000,9823818,782,100,20
"3601",2,"4","3",4,1,2,"2",51,2,74721408,20400000,5511803,782,100,20
"3602",2,"4","3",4,1,3,"2",16,1,89444023,94800000,334622.4,782,100,20
"3603",2,"4","3",4,1,3,"2",14,1,65814406,63400000,7681567,782,100,20
"3604",2,"4","3",4,1,3,"2",18,1,41692832,13700000,8806850,782,100,20
"3605",2,"2","3",4,4,1,"1",32,2,92491579,97700000,1350805,783,100,20
"3606",2,"2","3",4,4,2,"2",33,2,94556689,22800000,8088950,783,100,20
"3607",2,"2","3",4,4,3,"2",8,1,28318000,28800000,4916672,783,100,20
"3608",2,"2","3",4,4,3,"1",2,1,33480415,82800000,3339784,783,100,20
"3609",2,"2","3",4,4,3,"2",4,1,69051307,60500000,6559058,783,100,20
"3610",2,"4","2",4,1,1,"1",29,2,63592619,58200000,3449288,784,100,14.2857142857143
"3611",2,"4","2",4,1,2,"2",28,2,30929559,61900000,4108434,784,100,14.2857142857143
"3612",2,"4","2",4,1,3,"1",7,1,93181527,16200000,7393868,784,100,14.2857142857143
"3613",2,"4","2",4,1,3,"1",0,1,84445417,50600000,24833.93,784,100,14.2857142857143
"3614",2,"4","2",4,1,3,"1",9,1,87824166,22500000,7969630,784,100,14.2857142857143
"3615",2,"4","2",4,1,3,"2",2,1,94768625,5858520,1104161,784,100,14.2857142857143
"3616",2,"4","2",4,1,3,"2",4,1,72092706,4e+07,3095826,784,100,14.2857142857143
"3617",2,"4","3",4,4,1,"1",32,2,84453046,25100000,6975460,785,100,25
"3618",2,"4","3",4,4,2,"2",26,2,83625174,78900000,7667243,785,100,25
"3619",2,"4","3",4,4,3,"2",2,1,73452520,773374.3,5391561,785,100,25
"3620",2,"4","3",4,4,3,"1",0,1,99613357,23600000,460795.1,785,100,25
"3621",2,"4","3",4,1,1,"1",31,2,7757775,61500000,7944334,786,100,16.6666666666667
"3622",2,"4","3",4,1,2,"2",27,2,59008020,10500000,926371.3,786,100,16.6666666666667
"3623",2,"4","3",4,1,3,"2",11,1,88932961,53400000,9932407,786,100,16.6666666666667
"3624",2,"4","3",4,1,3,"1",0,1,81934005,51400000,8511147,786,100,16.6666666666667
"3625",2,"4","3",4,1,3,"1",4,1,70651948,58100000,3491354,786,100,16.6666666666667
"3626",2,"4","3",4,1,3,"2",10,1,92315280,78800000,7617407,786,100,16.6666666666667
"3627",2,"2","3",4,4,1,"1",39,2,85663897,78200000,2829320,787,100,20
"3628",2,"2","3",4,4,2,"2",30,2,90956098,55200000,5418472,787,100,20
"3629",2,"2","3",4,4,3,"2",6,1,55808872,33100000,9330140,787,100,20
"3630",2,"2","3",4,4,3,"1",0,1,88588703,57700000,5983782,787,100,20
"3631",2,"2","3",4,4,3,"2",8,1,41991317,56100000,4714751,787,100,20
"3632",2,"2","3",4,4,1,"1",41,2,67363739,13300000,60750.44,788,100,14.2857142857143
"3633",2,"2","3",4,4,2,"2",35,2,21814241,94200000,3531175,788,100,14.2857142857143
"3634",2,"2","3",4,4,3,"1",11,1,70892256,33600000,3024276,788,100,14.2857142857143
"3635",2,"2","3",4,4,3,"2",10,1,84109563,60900000,6396612,788,100,14.2857142857143
"3636",2,"2","3",4,4,3,"1",8,1,81078207,39200000,9317806,788,100,14.2857142857143
"3637",2,"2","3",4,4,3,"2",14,1,85281050,87800000,983298,788,100,14.2857142857143
"3638",2,"2","3",4,4,3,"2",16,1,52844852,47800000,2996288,788,100,14.2857142857143
"3639",2,"4","9",4,1,1,"2",45,4,2335276,6.1e+07,6735666,789,100,20
"3640",2,"4","9",4,1,3,"1",18,1,16532347,10800000,7848743,789,100,20
"3641",2,"4","9",4,1,3,"2",16,1,76924866,85300000,5251230,789,100,20
"3642",2,"4","9",4,1,3,"2",21,1,65747118,85100000,1378514,789,100,20
